,time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,cf
301,20140113:1300,0.0,0.0,0.0,0.0,0.0,1.4,5.03,0.0,0.0
302,20140113:1400,136.14,74.74,70.21,1.5,9.58,2.21,5.38,0.0,0.13613999999999998
303,20140113:1500,274.1,139.99,130.4,3.05,16.75,3.13,5.59,0.0,0.2741
304,20140113:1600,90.28,0.0,102.06,1.98,21.91,3.81,5.59,0.0,0.09028
305,20140113:1700,425.89,214.17,199.5,4.92,24.54,4.96,5.72,0.0,0.42589
306,20140113:1800,364.57,162.9,193.5,4.53,24.32,5.41,6.28,0.0,0.36457
307,20140113:1900,262.7,101.15,160.94,3.56,21.3,5.62,6.69,0.0,0.2627
308,20140113:2000,61.3,0.0,74.72,1.45,15.81,5.67,6.97,0.0,0.0613
309,20140113:2100,18.97,0.0,30.98,0.6,8.39,5.29,7.24,0.0,0.018969999999999997
310,20140113:2200,0.0,0.0,0.0,0.0,0.0,4.74,7.59,0.0,0.0
311,20140113:2300,0.0,0.0,0.0,0.0,0.0,4.7,7.31,0.0,0.0
312,20140114:0000,0.0,0.0,0.0,0.0,0.0,4.83,6.83,0.0,0.0
313,20140114:0100,0.0,0.0,0.0,0.0,0.0,4.97,6.55,0.0,0.0
314,20140114:0200,0.0,0.0,0.0,0.0,0.0,5.03,6.34,0.0,0.0
315,20140114:0300,0.0,0.0,0.0,0.0,0.0,5.04,6.34,0.0,0.0
316,20140114:0400,0.0,0.0,0.0,0.0,0.0,4.94,6.0,0.0,0.0
317,20140114:0500,0.0,0.0,0.0,0.0,0.0,4.72,5.17,0.0,0.0
318,20140114:0600,0.0,0.0,0.0,0.0,0.0,4.46,4.48,0.0,0.0
319,20140114:0700,0.0,0.0,0.0,0.0,0.0,4.13,4.07,0.0,0.0
320,20140114:0800,0.0,0.0,0.0,0.0,0.0,3.68,3.59,0.0,0.0
321,20140114:0900,0.0,0.0,0.0,0.0,0.0,3.17,3.45,0.0,0.0
322,20140114:1000,0.0,0.0,0.0,0.0,0.0,2.89,3.52,0.0,0.0
323,20140114:1100,0.0,0.0,0.0,0.0,0.0,2.66,3.45,0.0,0.0
324,20140114:1200,0.0,0.0,0.0,0.0,0.0,2.4,3.17,0.0,0.0
325,20140114:1300,0.0,0.0,0.0,0.0,0.0,2.14,2.69,0.0,0.0
326,20140114:1400,203.07,132.63,75.84,1.76,9.68,2.05,2.14,0.0,0.20307
327,20140114:1500,87.74,4.72,94.66,1.85,16.87,2.51,2.07,0.0,0.08774
328,20140114:1600,464.22,276.93,176.64,4.8,22.05,2.67,1.93,0.0,0.46422
329,20140114:1700,505.52,289.0,206.76,5.49,24.7,2.73,1.66,0.0,0.50552
330,20140114:1800,88.39,0.0,100.24,1.94,24.51,2.8,1.72,0.0,0.08839
331,20140114:1900,261.33,96.27,164.92,3.62,21.49,3.29,2.07,0.0,0.26133
332,20140114:2000,600.44,480.33,115.89,4.73,16.01,3.19,1.66,0.0,0.6004400000000001
333,20140114:2100,363.09,286.13,79.49,2.28,8.58,2.92,2.0,0.0,0.36308999999999997
334,20140114:2200,0.0,0.0,0.0,0.0,0.0,2.01,2.48,0.0,0.0
335,20140114:2300,0.0,0.0,0.0,0.0,0.0,1.11,3.1,0.0,0.0
336,20140115:0000,0.0,0.0,0.0,0.0,0.0,0.57,3.38,0.0,0.0
337,20140115:0100,0.0,0.0,0.0,0.0,0.0,-0.17,3.66,0.0,0.0
338,20140115:0200,0.0,0.0,0.0,0.0,0.0,-0.74,3.86,0.0,0.0
339,20140115:0300,0.0,0.0,0.0,0.0,0.0,-0.89,4.0,0.0,0.0
340,20140115:0400,0.0,0.0,0.0,0.0,0.0,-0.94,3.52,0.0,0.0
341,20140115:0500,0.0,0.0,0.0,0.0,0.0,-0.78,2.83,0.0,0.0
342,20140115:0600,0.0,0.0,0.0,0.0,0.0,-0.63,3.17,0.0,0.0
343,20140115:0700,0.0,0.0,0.0,0.0,0.0,0.06,3.52,0.0,0.0
344,20140115:0800,0.0,0.0,0.0,0.0,0.0,0.48,3.52,0.0,0.0
345,20140115:0900,0.0,0.0,0.0,0.0,0.0,0.86,3.86,0.0,0.0
346,20140115:1000,0.0,0.0,0.0,0.0,0.0,0.96,5.24,0.0,0.0
347,20140115:1100,0.0,0.0,0.0,0.0,0.0,0.29,7.03,0.0,0.0
348,20140115:1200,0.0,0.0,0.0,0.0,0.0,-1.26,7.86,0.0,0.0
349,20140115:1300,0.74,0.0,6.88,0.14,1.08,-2.26,8.34,0.0,0.00074
350,20140115:1400,34.71,0.0,46.47,0.9,9.78,-2.58,8.97,0.0,0.03471
351,20140115:1500,82.29,0.0,92.03,1.78,16.99,-2.31,9.45,0.0,0.08229
352,20140115:1600,124.15,6.36,124.05,2.43,22.2,-1.84,9.66,0.0,0.12415000000000001
353,20140115:1700,144.31,8.16,140.73,2.77,24.87,-1.34,9.59,0.0,0.14431
354,20140115:1800,141.2,6.12,140.41,2.75,24.69,-0.69,9.24,0.0,0.1412
355,20140115:1900,116.65,2.13,122.46,2.38,21.68,-0.21,8.34,0.0,0.11665
356,20140115:2000,77.43,0.0,88.39,1.71,16.2,0.01,7.38,0.0,0.07743000000000001
357,20140115:2100,30.71,0.0,42.83,0.83,8.78,-0.21,6.48,0.0,0.03071
358,20140115:2200,0.0,0.0,0.0,0.0,0.0,-0.91,5.66,0.0,0.0
359,20140115:2300,0.0,0.0,0.0,0.0,0.0,-1.56,5.17,0.0,0.0
360,20140116:0000,0.0,0.0,0.0,0.0,0.0,-2.21,5.1,0.0,0.0
361,20140116:0100,0.0,0.0,0.0,0.0,0.0,-2.72,5.17,0.0,0.0
362,20140116:0200,0.0,0.0,0.0,0.0,0.0,-3.18,4.48,0.0,0.0
363,20140116:0300,0.0,0.0,0.0,0.0,0.0,-3.65,3.38,0.0,0.0
364,20140116:0400,0.0,0.0,0.0,0.0,0.0,-3.96,2.97,0.0,0.0
365,20140116:0500,0.0,0.0,0.0,0.0,0.0,-4.11,3.17,0.0,0.0
366,20140116:0600,0.0,0.0,0.0,0.0,0.0,-4.13,3.38,0.0,0.0
367,20140116:0700,0.0,0.0,0.0,0.0,0.0,-4.15,4.0,0.0,0.0
368,20140116:0800,0.0,0.0,0.0,0.0,0.0,-4.11,3.72,0.0,0.0
369,20140116:0900,0.0,0.0,0.0,0.0,0.0,-4.09,3.66,0.0,0.0
370,20140116:1000,0.0,0.0,0.0,0.0,0.0,-4.12,4.0,0.0,0.0
371,20140116:1100,0.0,0.0,0.0,0.0,0.0,-4.18,4.41,0.0,0.0
372,20140116:1200,0.0,0.0,0.0,0.0,0.0,-4.27,4.69,0.0,0.0
373,20140116:1300,0.0,0.0,4.3,0.09,1.17,-4.4,5.03,0.0,0.0
374,20140116:1400,111.1,48.35,69.98,1.45,9.88,-4.23,5.45,0.0,0.11109999999999999
375,20140116:1500,241.06,104.77,128.56,2.89,17.12,-3.66,5.66,0.0,0.24106
376,20140116:1600,309.44,118.05,176.6,3.95,22.35,-2.97,5.93,0.0,0.30944
377,20140116:1700,418.52,184.7,208.52,4.94,25.05,-2.3,6.55,0.0,0.41852
378,20140116:1800,424.6,199.02,200.37,4.89,24.89,-1.76,6.62,0.0,0.42460000000000003
379,20140116:1900,197.46,46.49,149.98,3.12,21.89,-1.49,6.07,0.0,0.19746
380,20140116:2000,424.91,277.15,125.22,3.69,16.41,-1.26,5.86,0.0,0.42491
381,20140116:2100,153.25,84.76,74.53,1.57,8.98,-1.12,5.66,0.0,0.15325
382,20140116:2200,0.0,0.0,0.0,0.0,0.0,-1.44,4.41,0.0,0.0
383,20140116:2300,0.0,0.0,0.0,0.0,0.0,-1.7,3.52,0.0,0.0
384,20140117:0000,0.0,0.0,0.0,0.0,0.0,-1.76,3.03,0.0,0.0
385,20140117:0100,0.0,0.0,0.0,0.0,0.0,-1.69,2.97,0.0,0.0
386,20140117:0200,0.0,0.0,0.0,0.0,0.0,-1.56,3.31,0.0,0.0
387,20140117:0300,0.0,0.0,0.0,0.0,0.0,-1.38,3.66,0.0,0.0
388,20140117:0400,0.0,0.0,0.0,0.0,0.0,-1.3,3.93,0.0,0.0
389,20140117:0500,0.0,0.0,0.0,0.0,0.0,-1.28,4.14,0.0,0.0
390,20140117:0600,0.0,0.0,0.0,0.0,0.0,-1.33,4.21,0.0,0.0
391,20140117:0700,0.0,0.0,0.0,0.0,0.0,-1.92,4.14,0.0,0.0
392,20140117:0800,0.0,0.0,0.0,0.0,0.0,-2.02,4.14,0.0,0.0
393,20140117:0900,0.0,0.0,0.0,0.0,0.0,-1.84,4.21,0.0,0.0
394,20140117:1000,0.0,0.0,0.0,0.0,0.0,-1.65,4.48,0.0,0.0
395,20140117:1100,0.0,0.0,0.0,0.0,0.0,-1.47,4.9,0.0,0.0
396,20140117:1200,0.0,0.0,0.0,0.0,0.0,-1.31,5.03,0.0,0.0
397,20140117:1300,0.0,0.0,2.58,0.05,1.26,-1.18,5.45,0.0,0.0
398,20140117:1400,6.42,0.0,15.49,0.3,10.0,-0.77,6.07,0.0,0.00642
399,20140117:1500,21.21,0.0,32.8,0.64,17.26,-0.23,7.38,0.0,0.02121
400,20140117:1600,28.03,0.0,40.09,0.78,22.52,0.16,7.24,0.0,0.028030000000000003
401,20140117:1700,17.79,0.0,29.16,0.56,25.24,0.75,7.38,0.0,0.01779
402,20140117:1800,415.93,193.91,202.38,4.91,25.09,1.19,7.03,0.0,0.41593
403,20140117:1900,436.17,239.41,177.08,4.62,22.1,1.59,6.14,0.0,0.43617
404,20140117:2000,378.61,235.13,130.01,3.55,16.62,1.8,5.52,0.0,0.37861
405,20140117:2100,192.4,117.23,80.73,1.76,9.18,1.65,4.28,0.0,0.19240000000000002
406,20140117:2200,0.0,0.0,0.0,0.0,0.0,0.64,3.38,0.0,0.0
407,20140117:2300,0.0,0.0,0.0,0.0,0.0,-0.36,3.38,0.0,0.0
408,20140118:0000,0.0,0.0,0.0,0.0,0.0,-0.96,2.9,0.0,0.0
409,20140118:0100,0.0,0.0,0.0,0.0,0.0,-1.6,2.34,0.0,0.0
410,20140118:0200,0.0,0.0,0.0,0.0,0.0,-2.48,1.86,0.0,0.0
411,20140118:0300,0.0,0.0,0.0,0.0,0.0,-3.03,1.59,0.0,0.0
412,20140118:0400,0.0,0.0,0.0,0.0,0.0,-3.28,1.59,0.0,0.0
413,20140118:0500,0.0,0.0,0.0,0.0,0.0,-3.25,1.52,0.0,0.0
414,20140118:0600,0.0,0.0,0.0,0.0,0.0,-2.97,1.93,0.0,0.0
415,20140118:0700,0.0,0.0,0.0,0.0,0.0,-2.75,2.28,0.0,0.0
416,20140118:0800,0.0,0.0,0.0,0.0,0.0,-2.96,2.76,0.0,0.0
417,20140118:0900,0.0,0.0,0.0,0.0,0.0,-3.34,3.31,0.0,0.0
418,20140118:1000,0.0,0.0,0.0,0.0,0.0,-3.68,3.38,0.0,0.0
419,20140118:1100,0.0,0.0,0.0,0.0,0.0,-3.93,3.79,0.0,0.0
420,20140118:1200,0.0,0.0,0.0,0.0,0.0,-4.1,4.41,0.0,0.0
421,20140118:1300,0.0,0.0,1.72,0.04,1.36,-4.3,4.83,0.0,0.0
422,20140118:1400,372.89,263.02,92.99,2.54,10.12,-4.3,5.38,0.0,0.37289
423,20140118:1500,646.1,477.62,125.25,5.01,17.4,-3.96,5.79,0.0,0.6461
424,20140118:1600,819.13,627.49,142.21,6.86,22.69,-3.25,6.0,0.0,0.81913
425,20140118:1700,239.04,56.24,176.31,3.71,25.43,-2.72,5.93,0.0,0.23904
426,20140118:1800,232.62,50.22,177.16,3.69,25.3,-2.32,5.72,0.0,0.23262
427,20140118:1900,333.79,141.89,174.76,4.06,22.31,-2.67,6.0,0.0,0.33379000000000003
428,20140118:2000,192.1,64.61,126.1,2.68,16.83,-2.83,6.0,0.0,0.1921
429,20140118:2100,381.67,278.9,88.57,2.49,9.39,-3.28,5.45,0.0,0.38167
430,20140118:2200,0.0,0.0,0.0,0.0,0.0,-3.9,5.17,0.0,0.0
431,20140118:2300,0.0,0.0,0.0,0.0,0.0,-4.84,5.66,0.0,0.0
432,20140119:0000,0.0,0.0,0.0,0.0,0.0,-5.54,5.45,0.0,0.0
433,20140119:0100,0.0,0.0,0.0,0.0,0.0,-6.24,5.38,0.0,0.0
434,20140119:0200,0.0,0.0,0.0,0.0,0.0,-6.75,5.72,0.0,0.0
435,20140119:0300,0.0,0.0,0.0,0.0,0.0,-7.18,5.59,0.0,0.0
436,20140119:0400,0.0,0.0,0.0,0.0,0.0,-7.48,5.38,0.0,0.0
437,20140119:0500,0.0,0.0,0.0,0.0,0.0,-7.59,5.1,0.0,0.0
438,20140119:0600,0.0,0.0,0.0,0.0,0.0,-7.53,4.9,0.0,0.0
439,20140119:0700,0.0,0.0,0.0,0.0,0.0,-7.52,5.38,0.0,0.0
440,20140119:0800,0.0,0.0,0.0,0.0,0.0,-7.59,5.17,0.0,0.0
441,20140119:0900,0.0,0.0,0.0,0.0,0.0,-7.68,5.31,0.0,0.0
442,20140119:1000,0.0,0.0,0.0,0.0,0.0,-7.8,5.59,0.0,0.0
443,20140119:1100,0.0,0.0,0.0,0.0,0.0,-7.86,6.0,0.0,0.0
444,20140119:1200,0.0,0.0,0.0,0.0,0.0,-7.86,6.48,0.0,0.0
445,20140119:1300,0.0,0.0,2.58,0.05,1.46,-7.68,7.03,0.0,0.0
446,20140119:1400,0.07,0.0,5.47,0.11,10.24,-6.89,7.72,0.0,7.000000000000001e-05
447,20140119:1500,82.71,0.0,91.12,1.76,17.56,-6.01,8.76,0.0,0.08270999999999999
448,20140119:1600,93.32,0.0,101.15,1.96,22.86,-4.96,9.72,0.0,0.09331999999999999
449,20140119:1700,49.93,0.0,61.05,1.18,25.63,-4.16,10.76,0.0,0.04993
450,20140119:1800,168.86,15.98,153.03,3.05,25.51,-3.76,11.03,0.0,0.16886
451,20140119:1900,46.01,0.0,57.41,1.11,22.53,-3.57,10.62,0.0,0.046009999999999995
452,20140119:2000,12.48,0.0,22.78,0.44,17.05,-2.98,10.97,0.0,0.01248
453,20140119:2100,0.0,0.0,4.56,0.09,9.6,-2.54,9.45,0.0,0.0
454,20140119:2200,0.0,0.0,0.0,0.0,0.0,-2.33,8.97,0.0,0.0
455,20140119:2300,0.0,0.0,0.0,0.0,0.0,-2.09,8.55,0.0,0.0
456,20140120:0000,0.0,0.0,0.0,0.0,0.0,-1.92,8.21,0.0,0.0
457,20140120:0100,0.0,0.0,0.0,0.0,0.0,-1.92,8.21,0.0,0.0
458,20140120:0200,0.0,0.0,0.0,0.0,0.0,-2.0,8.34,0.0,0.0
459,20140120:0300,0.0,0.0,0.0,0.0,0.0,-2.11,8.28,0.0,0.0
460,20140120:0400,0.0,0.0,0.0,0.0,0.0,-2.11,8.21,0.0,0.0
461,20140120:0500,0.0,0.0,0.0,0.0,0.0,-2.08,7.24,0.0,0.0
462,20140120:0600,0.0,0.0,0.0,0.0,0.0,-2.01,6.62,0.0,0.0
463,20140120:0700,0.0,0.0,0.0,0.0,0.0,-2.65,5.93,0.0,0.0
464,20140120:0800,0.0,0.0,0.0,0.0,0.0,-2.49,5.79,0.0,0.0
465,20140120:0900,0.0,0.0,0.0,0.0,0.0,-2.38,4.97,0.0,0.0
466,20140120:1000,0.0,0.0,0.0,0.0,0.0,-2.76,4.07,0.0,0.0
467,20140120:1100,0.0,0.0,0.0,0.0,0.0,-4.72,5.24,0.0,0.0
468,20140120:1200,0.0,0.0,0.0,0.0,0.0,-6.83,6.07,0.0,0.0
469,20140120:1300,0.0,0.0,2.73,0.05,1.57,-8.12,5.93,0.0,0.0
470,20140120:1400,10.49,0.0,20.05,0.39,10.38,-8.77,6.48,0.0,0.010490000000000001
471,20140120:1500,99.78,6.79,98.62,1.94,17.71,-8.88,6.62,0.0,0.09978000000000001
472,20140120:1600,439.56,208.09,192.74,4.75,23.04,-8.86,6.34,0.0,0.43956
473,20140120:1700,133.25,1.99,133.33,2.59,25.83,-8.59,6.34,0.0,0.13325
474,20140120:1800,119.29,0.0,123.02,2.38,25.73,-8.63,6.21,0.0,0.11929000000000001
475,20140120:1900,228.48,57.66,159.36,3.37,22.76,-9.56,5.38,0.0,0.22848
476,20140120:2000,121.55,15.86,108.62,2.17,17.27,-9.42,5.38,0.0,0.12154999999999999
477,20140120:2100,410.57,289.89,93.15,2.66,9.81,-9.77,5.38,0.0,0.41057
478,20140120:2200,0.0,0.0,0.0,0.0,0.0,-10.71,5.03,0.0,0.0
479,20140120:2300,0.0,0.0,0.0,0.0,0.0,-11.97,5.38,0.0,0.0
480,20140121:0000,0.0,0.0,0.0,0.0,0.0,-13.05,5.59,0.0,0.0
481,20140121:0100,0.0,0.0,0.0,0.0,0.0,-13.83,5.45,0.0,0.0
482,20140121:0200,0.0,0.0,0.0,0.0,0.0,-14.52,5.03,0.0,0.0
483,20140121:0300,0.0,0.0,0.0,0.0,0.0,-15.2,4.55,0.0,0.0
484,20140121:0400,0.0,0.0,0.0,0.0,0.0,-15.91,4.28,0.0,0.0
485,20140121:0500,0.0,0.0,0.0,0.0,0.0,-16.6,4.28,0.0,0.0
486,20140121:0600,0.0,0.0,0.0,0.0,0.0,-17.29,4.41,0.0,0.0
487,20140121:0700,0.0,0.0,0.0,0.0,0.0,-17.27,4.62,0.0,0.0
488,20140121:0800,0.0,0.0,0.0,0.0,0.0,-17.78,4.41,0.0,0.0
489,20140121:0900,0.0,0.0,0.0,0.0,0.0,-18.24,4.48,0.0,0.0
490,20140121:1000,0.0,0.0,0.0,0.0,0.0,-18.69,4.41,0.0,0.0
491,20140121:1100,0.0,0.0,0.0,0.0,0.0,-19.09,4.62,0.0,0.0
492,20140121:1200,0.0,0.0,0.0,0.0,0.0,-19.53,4.76,0.0,0.0
493,20140121:1300,1.73,0.0,8.2,0.16,1.69,-19.87,4.69,0.0,0.00173
494,20140121:1400,296.78,188.16,80.84,2.15,10.51,-19.65,4.34,0.0,0.29678
495,20140121:1500,422.83,233.56,139.14,3.78,17.88,-18.72,4.28,0.0,0.42283
496,20140121:1600,660.65,415.71,166.01,5.72,23.23,-17.63,4.21,0.0,0.66065
497,20140121:1700,480.53,215.37,210.11,5.22,26.05,-16.57,4.28,0.0,0.48052999999999996
498,20140121:1800,1001.22,750.46,158.9,8.43,25.96,-15.77,4.34,0.0,1.00122
499,20140121:1900,546.09,304.78,179.42,5.15,22.99,-15.7,4.34,0.0,0.5460900000000001
500,20140121:2000,730.12,520.89,134.05,5.49,17.5,-15.41,4.21,0.0,0.73012
501,20140121:2100,457.11,316.61,99.57,2.89,10.03,-15.5,4.34,0.0,0.45711
502,20140121:2200,0.0,0.0,0.0,0.0,0.0,-16.1,4.41,0.0,0.0
503,20140121:2300,0.0,0.0,0.0,0.0,0.0,-17.1,4.69,0.0,0.0
504,20140122:0000,0.0,0.0,0.0,0.0,0.0,-17.96,4.83,0.0,0.0
505,20140122:0100,0.0,0.0,0.0,0.0,0.0,-18.62,4.69,0.0,0.0
506,20140122:0200,0.0,0.0,0.0,0.0,0.0,-19.15,4.55,0.0,0.0
507,20140122:0300,0.0,0.0,0.0,0.0,0.0,-19.56,4.48,0.0,0.0
508,20140122:0400,0.0,0.0,0.0,0.0,0.0,-19.91,4.48,0.0,0.0
509,20140122:0500,0.0,0.0,0.0,0.0,0.0,-20.24,4.34,0.0,0.0
510,20140122:0600,0.0,0.0,0.0,0.0,0.0,-20.55,4.14,0.0,0.0
511,20140122:0700,0.0,0.0,0.0,0.0,0.0,-20.43,3.93,0.0,0.0
512,20140122:0800,0.0,0.0,0.0,0.0,0.0,-20.83,4.14,0.0,0.0
513,20140122:0900,0.0,0.0,0.0,0.0,0.0,-21.12,3.93,0.0,0.0
514,20140122:1000,0.0,0.0,0.0,0.0,0.0,-21.28,3.72,0.0,0.0
515,20140122:1100,0.0,0.0,0.0,0.0,0.0,-21.27,3.59,0.0,0.0
516,20140122:1200,0.0,0.0,0.0,0.0,0.0,-21.46,3.72,0.0,0.0
517,20140122:1300,2.37,0.0,9.11,0.18,1.82,-22.09,3.66,0.0,0.00237
518,20140122:1400,153.66,70.38,76.43,1.66,10.66,-21.56,3.24,0.0,0.15366
519,20140122:1500,362.22,180.5,140.62,3.53,18.05,-19.93,2.9,0.0,0.36222000000000004
520,20140122:1600,440.43,203.52,187.6,4.68,23.43,-18.12,2.48,0.0,0.44043
521,20140122:1700,448.81,192.53,211.02,5.12,26.26,-16.07,1.86,0.0,0.44881
522,20140122:1800,591.41,329.84,206.93,5.93,26.19,-14.96,1.45,0.0,0.59141
523,20140122:1900,446.01,221.45,185.35,4.75,23.22,-14.21,0.97,0.0,0.44601
524,20140122:2000,355.75,189.09,139.09,3.55,17.73,-13.75,0.55,0.0,0.35575
525,20140122:2100,42.18,0.0,51.94,1.01,10.26,-13.49,0.48,0.0,0.04218
526,20140122:2200,0.0,0.0,0.0,0.0,0.0,-13.32,0.62,0.0,0.0
527,20140122:2300,0.0,0.0,0.0,0.0,0.0,-13.21,0.48,0.0,0.0
528,20140123:0000,0.0,0.0,0.0,0.0,0.0,-13.17,0.62,0.0,0.0
529,20140123:0100,0.0,0.0,0.0,0.0,0.0,-13.54,1.03,0.0,0.0
530,20140123:0200,0.0,0.0,0.0,0.0,0.0,-13.83,1.31,0.0,0.0
531,20140123:0300,0.0,0.0,0.0,0.0,0.0,-16.57,1.86,0.0,0.0
532,20140123:0400,0.0,0.0,0.0,0.0,0.0,-16.05,2.55,0.0,0.0
533,20140123:0500,0.0,0.0,0.0,0.0,0.0,-15.88,2.83,0.0,0.0
534,20140123:0600,0.0,0.0,0.0,0.0,0.0,-15.89,3.31,0.0,0.0
535,20140123:0700,0.0,0.0,0.0,0.0,0.0,-15.02,2.48,0.0,0.0
536,20140123:0800,0.0,0.0,0.0,0.0,0.0,-15.37,2.97,0.0,0.0
537,20140123:0900,0.0,0.0,0.0,0.0,0.0,-15.61,3.52,0.0,0.0
538,20140123:1000,0.0,0.0,0.0,0.0,0.0,-16.04,3.86,0.0,0.0
539,20140123:1100,0.0,0.0,0.0,0.0,0.0,-16.36,3.86,0.0,0.0
540,20140123:1200,0.0,0.0,0.0,0.0,0.0,-16.73,3.86,0.0,0.0
541,20140123:1300,2.9,0.0,10.02,0.19,1.94,-17.31,4.14,0.0,0.0029
542,20140123:1400,143.28,63.92,76.05,1.64,10.81,-17.54,4.69,0.0,0.14328
543,20140123:1500,302.11,132.65,139.56,3.28,18.22,-17.15,4.9,0.0,0.30211
544,20140123:1600,472.46,228.52,189.32,4.87,23.63,-16.36,4.9,0.0,0.47246
545,20140123:1700,1003.69,750.01,158.71,8.52,26.49,-15.55,4.83,0.0,1.00369
546,20140123:1800,517.97,247.85,212.78,5.5,26.43,-14.83,4.76,0.0,0.51797
547,20140123:1900,469.6,232.03,186.66,4.85,23.46,-14.29,5.17,0.0,0.4696
548,20140123:2000,265.22,107.99,136.3,3.11,17.96,-14.04,5.24,0.0,0.26522
549,20140123:2100,42.51,0.0,51.94,1.01,10.48,-14.36,5.38,0.0,0.04251
550,20140123:2200,0.0,0.0,0.0,0.0,0.0,-15.08,5.1,0.0,0.0
551,20140123:2300,0.0,0.0,0.0,0.0,0.0,-16.13,5.45,0.0,0.0
552,20140124:0000,0.0,0.0,0.0,0.0,0.0,-16.96,5.59,0.0,0.0
553,20140124:0100,0.0,0.0,0.0,0.0,0.0,-17.59,5.45,0.0,0.0
554,20140124:0200,0.0,0.0,0.0,0.0,0.0,-18.11,5.03,0.0,0.0
555,20140124:0300,0.0,0.0,0.0,0.0,0.0,-18.58,4.41,0.0,0.0
556,20140124:0400,0.0,0.0,0.0,0.0,0.0,-18.97,3.79,0.0,0.0
557,20140124:0500,0.0,0.0,0.0,0.0,0.0,-19.19,3.31,0.0,0.0
558,20140124:0600,0.0,0.0,0.0,0.0,0.0,-19.3,3.1,0.0,0.0
559,20140124:0700,0.0,0.0,0.0,0.0,0.0,-18.6,3.86,0.0,0.0
560,20140124:0800,0.0,0.0,0.0,0.0,0.0,-18.19,4.21,0.0,0.0
561,20140124:0900,0.0,0.0,0.0,0.0,0.0,-17.8,4.76,0.0,0.0
562,20140124:1000,0.0,0.0,0.0,0.0,0.0,-17.37,5.45,0.0,0.0
563,20140124:1100,0.0,0.0,0.0,0.0,0.0,-16.9,5.72,0.0,0.0
564,20140124:1200,0.0,0.0,0.0,0.0,0.0,-16.61,5.45,0.0,0.0
565,20140124:1300,0.6,0.0,6.38,0.12,2.08,-16.33,5.24,0.0,0.0006
566,20140124:1400,153.24,71.32,78.31,1.71,10.97,-15.15,6.41,0.0,0.15324000000000002
567,20140124:1500,270.12,109.65,138.22,3.16,18.41,-13.57,8.0,0.0,0.27012
568,20140124:1600,420.25,186.86,189.33,4.64,23.84,-12.36,8.83,0.0,0.42025
569,20140124:1700,351.73,114.56,204.14,4.57,26.72,-11.65,9.72,0.0,0.35173000000000004
570,20140124:1800,342.07,108.63,202.01,4.5,26.67,-11.33,10.48,0.0,0.34207
571,20140124:1900,112.77,0.0,115.73,2.24,23.71,-11.37,10.62,0.0,0.11277
572,20140124:2000,387.43,207.43,142.25,3.74,18.2,-10.94,11.31,0.0,0.38743
573,20140124:2100,74.2,13.68,68.32,1.36,10.71,-10.55,11.31,0.0,0.0742
574,20140124:2200,0.0,0.0,0.0,0.0,0.0,-10.24,10.97,0.0,0.0
575,20140124:2300,0.0,0.0,0.0,0.0,0.0,-9.79,11.17,0.0,0.0
576,20140125:0000,0.0,0.0,0.0,0.0,0.0,-9.51,11.31,0.0,0.0
577,20140125:0100,0.0,0.0,0.0,0.0,0.0,-9.3,11.24,0.0,0.0
578,20140125:0200,0.0,0.0,0.0,0.0,0.0,-9.09,11.1,0.0,0.0
579,20140125:0300,0.0,0.0,0.0,0.0,0.0,-8.74,11.45,0.0,0.0
580,20140125:0400,0.0,0.0,0.0,0.0,0.0,-8.44,11.17,0.0,0.0
581,20140125:0500,0.0,0.0,0.0,0.0,0.0,-8.06,10.83,0.0,0.0
582,20140125:0600,0.0,0.0,0.0,0.0,0.0,-7.75,10.62,0.0,0.0
583,20140125:0700,0.0,0.0,0.0,0.0,0.0,-7.86,9.79,0.0,0.0
584,20140125:0800,0.0,0.0,0.0,0.0,0.0,-7.55,9.86,0.0,0.0
585,20140125:0900,0.0,0.0,0.0,0.0,0.0,-7.24,9.86,0.0,0.0
586,20140125:1000,0.0,0.0,0.0,0.0,0.0,-6.93,10.0,0.0,0.0
587,20140125:1100,0.0,0.0,0.0,0.0,0.0,-6.58,10.14,0.0,0.0
588,20140125:1200,0.0,0.0,0.0,0.0,0.0,-6.23,10.07,0.0,0.0
589,20140125:1300,0.07,0.0,5.47,0.11,2.22,-5.91,9.93,0.0,7.000000000000001e-05
590,20140125:1400,11.86,0.0,21.87,0.42,11.13,-5.5,9.66,0.0,0.011859999999999999
591,20140125:1500,33.31,0.0,44.65,0.86,18.59,-5.06,10.21,0.0,0.03331
592,20140125:1600,419.05,193.63,193.49,4.76,24.06,-4.45,10.55,0.0,0.41905000000000003
593,20140125:1700,207.2,30.88,172.1,3.51,26.95,-3.65,9.52,0.0,0.2072
594,20140125:1800,200.92,26.99,171.43,3.48,26.92,-2.9,7.66,0.0,0.20092
595,20140125:1900,155.22,13.93,143.56,2.86,23.96,-3.6,6.62,0.0,0.15522
596,20140125:2000,211.14,71.38,133.94,2.91,18.44,-4.99,7.72,0.0,0.21114
597,20140125:2100,73.39,13.45,69.15,1.38,10.94,-6.54,7.52,0.0,0.07339
598,20140125:2200,0.0,0.0,0.0,0.0,0.0,-7.99,7.38,0.0,0.0
599,20140125:2300,0.0,0.0,0.0,0.0,0.0,-9.49,7.17,0.0,0.0
